epoch,train_loss,val_loss
0,0,0.4146043007140574,0.36155404448509215
0,1,0.36046654893004376,0.3382566779851913
0,2,0.3470279308764831,0.3439480304718018
0,3,0.3432386624424354,0.33693358302116394
0,4,0.3396446231914603,0.32919817268848417
0,5,0.336493244961552,0.3385833889245987
0,6,0.33397161053574603,0.3367811441421509
0,7,0.3316724876994672,0.33074470460414884
0,8,0.32982314507598465,0.3396428972482681
0,9,0.3278476304334143,0.32609184086322784
0,10,0.3257112681217816,0.3276612192392349
0,11,0.3246032864503238,0.32557967603206633
0,12,0.32293564955825393,0.3265125244855881
0,13,0.32225587154212204,0.3252483010292053
0,14,0.3206779027114744,0.3240543395280838
0,15,0.31878047987170843,0.3274185389280319
0,16,0.31864724761765933,0.3271142244338989
0,17,0.31809083923049597,0.3190119445323944
0,18,0.3151406360709149,0.32564104795455934
0,19,0.3156157054978868,0.3173597574234009
0,20,0.31433170288801193,0.32007780373096467
0,21,0.312935214003791,0.3191933184862137
0,22,0.31212116648321564,0.3171027600765228
0,23,0.31145021999659744,0.3229421228170395
0,24,0.3093009950674098,0.31197427213191986
0,25,0.3095447408116382,0.3253777176141739
0,26,0.3084919212952904,0.31837213039398193
0,27,0.30740020003007806,0.3164579331874847
0,28,0.3071539197926936,0.31873766481876376
0,29,0.30603633723829105,0.31505072116851807
0,30,0.30392904838790064,0.32092681229114534
0,31,0.303934360327928,0.32936762273311615
0,32,0.30345710237389023,0.3098277598619461
0,33,0.3031248249437498,0.3216733068227768
0,34,0.30171336719523306,0.3166563928127289
0,35,0.30005015011714853,0.3266623944044113
0,36,0.2996644805306974,0.3209942489862442
0,37,0.29896665396897687,0.31983702480792997
0,38,0.2980061704697816,0.3208043992519379
0,39,0.29847779416519665,0.32011103332042695
0,40,0.2972148873883745,0.31880129873752594
0,41,0.2950092029312383,0.31530375182628634
0,42,0.29466775027306186,0.32659017741680146
0,43,0.2944657741033513,0.31771052479743955
0,44,0.2899187676932501,0.29934217035770416
0,45,0.2867042270043622,0.296394070982933
0,46,0.2861112158583558,0.2995231568813324
0,47,0.284766075403794,0.2970402419567108
0,48,0.2859275166107261,0.2998665481805801
0,49,0.2856242115730825,0.2945921361446381
0,50,0.28411363097636594,0.2976036757230759
0,51,0.2848022045648616,0.30032962262630464
0,52,0.28454990911742917,0.30027844905853274
0,53,0.2835469352810279,0.30063275098800657
0,54,0.285198408300462,0.30138627588748934
0,55,0.283582575943159,0.2973317116498947
0,56,0.2830052511847537,0.2990657776594162
0,57,0.2828283054025277,0.29917033612728117
0,58,0.2829103735478028,0.30191814005374906
0,59,0.2818861811057381,0.30283586382865907
0,60,0.281843561841094,0.2948722571134567
0,61,0.28188759088516235,0.2975324958562851
0,62,0.2832321592647096,0.2965387314558029
0,63,0.2808675461489221,0.2962105363607407
0,64,0.28182339862636896,0.3016437590122223
0,65,0.2822151099858077,0.2975230157375336
0,66,0.28266315907239914,0.29791671633720396
0,67,0.28221657548261725,0.29700627326965334
0,68,0.2811187110517336,0.29701915085315705
0,69,0.2811131380174471,0.2981393963098526
0,70,0.28141607084999914,0.29584728479385375
0,71,0.2818938344717026,0.29881924092769624
0,72,0.2813893368710642,0.29479122459888457
0,73,0.28080045269883197,0.2991440862417221
0,74,0.28137136283128156,0.3026168256998062
0,75,0.28198221099117526,0.2956871509552002
0,76,0.2813108877643295,0.298683226108551
0,77,0.2817630612331888,0.3012601017951965
0,78,0.281443167315877,0.296662500500679
0,79,0.2822953196971313,0.3006280720233917
0,80,0.2820894352119902,0.2975343942642212
0,81,0.28214749758658203,0.30136745274066923
0,82,0.28078963251217554,0.30088719725608826
0,83,0.2811272076290587,0.3021141529083252
0,84,0.28182172775268555,0.2994935691356659
0,85,0.28098431877467944,0.29858563244342806
0,86,0.2812292183870855,0.2995382845401764
0,87,0.2819235600207163,0.30211213529109954
0,88,0.28135106842155044,0.29926699697971343
0,89,0.2808100979613221,0.29660690724849703
0,90,0.2820131785195807,0.29995318353176115
0,91,0.2813641053179036,0.2991309851408005
0,92,0.2815831122191056,0.29999096393585206
0,93,0.2822964350166528,0.29823625087738037
0,94,0.2809231793103011,0.2977688699960709
0,95,0.28168465488630795,0.29739201068878174
0,96,0.28110946390939795,0.2994966864585876
0,97,0.28152738543956174,0.29657099545001986
0,98,0.28090381168800854,0.2928726404905319
0,99,0.2816508473909419,0.2976351261138916
0,100,0.2814016073294308,0.29716437458992007
0,101,0.28128380814324255,0.3013304680585861
0,102,0.2813771256934042,0.29768860042095185
0,103,0.28210950578036514,0.30050877928733827
0,104,0.2814405962176945,0.2990328907966614
0,105,0.2813162768016691,0.29962236285209654
0,106,0.2817009259825167,0.3011948555707932
0,107,0.2814179571426433,0.297220903635025
0,108,0.28178628372109454,0.30099902749061586
0,109,0.28112669159536774,0.30044237077236174
0,110,0.28204594131397165,0.2972738742828369
0,111,0.28220564548088156,0.2999792337417603
0,112,0.2819230229310367,0.30176049172878266
0,113,0.281245143517204,0.2987257778644562
0,114,0.28225906970708264,0.29974284768104553
