epoch,train_loss,val_loss
0,0,0.4293501553981285,0.13028217213494436
0,1,0.11811291614199072,0.108237624168396
0,2,0.10470169370736533,0.1398596167564392
0,3,0.10792614410563213,0.09568587797028678
0,4,0.09668533079992465,0.09374665575368064
0,5,0.09375815687140798,0.09261013354573931
0,6,0.09242067855548083,0.0884811303445271
0,7,0.09052716135009517,0.08798811052526746
0,8,0.08881725334539646,0.08561307617596217
0,9,0.08762207990739404,0.08450341863291604
0,10,0.08658947111145268,0.08309153999601092
0,11,0.08654386992376994,0.08533930778503418
0,12,0.08425639751480847,0.0862785450049809
0,13,0.08387177940306624,0.0822243903364454
0,14,0.08348602613782495,0.0814144206898553
0,15,0.08231544930760454,0.08291443969522204
0,16,0.082048286752003,0.07976840223584857
0,17,0.08244649763029765,0.07939997741154262
0,18,0.08101163962023045,0.07903826875346047
0,19,0.0810573827929613,0.07941174081393651
0,20,0.07987214855062283,0.07957055738994054
0,21,0.07956538355447412,0.07911256807191032
0,22,0.07987072312734961,0.08255726737635476
0,23,0.07897423801383352,0.07892819387572152
0,24,0.07860378933146717,0.07898173800536565
0,25,0.07816642765107194,0.07699033405099596
0,26,0.0779343051154439,0.07714356907776423
0,27,0.07737327251977068,0.07612245849200658
0,28,0.07725103526580625,0.07934483460017613
0,29,0.07674720350319778,0.07579640192644936
0,30,0.07662070548631311,0.0759860213313784
0,31,0.07639216237921055,0.07567088093076434
0,32,0.07598777151689297,0.07560420674937111
0,33,0.07557468467611607,0.0753457567521504
0,34,0.07552200265047027,0.07524369657039642
0,35,0.07520230029656635,0.07775286265781947
0,36,0.07480709945283286,0.0765861187662397
0,37,0.07428855866920657,0.07408324522631508
0,38,0.07477980197929754,0.07429978251457214
0,39,0.07406933302801799,0.07394678677831378
0,40,0.07384678115689658,0.07403177661555153
0,41,0.07414959843565778,0.07349800424916404
0,42,0.07361321672191465,0.0752246869461877
0,43,0.07310380247550283,0.07344421744346619
0,44,0.07294677476572796,0.07307299545833043
0,45,0.07270626057454241,0.0726130838905062
0,46,0.0725637487764281,0.07367580277579171
0,47,0.07277667619348542,0.0726702915770667
0,48,0.07211102969278164,0.07299254834651947
0,49,0.07207586707138433,0.0736188782112939
0,50,0.07189600932888868,0.07215279979365212
0,51,0.07155853776427788,0.07611649589879173
0,52,0.07133261386941118,0.07454822318894523
0,53,0.07133831507791348,0.07182663891996656
0,54,0.07112502034117536,0.07836614123412541
0,55,0.0710452637536739,0.07198375250611987
0,56,0.07086620485879541,0.0734798674072538
0,57,0.0706037859606549,0.07166176182883126
0,58,0.07031625921164102,0.0719055107661656
0,59,0.07023613385068692,0.07233807870319911
0,60,0.07066098122092766,0.07315814920834132
0,61,0.06986828572381802,0.0718408737863813
0,62,0.06997565113432039,0.07191393417971474
0,63,0.06970142421683645,0.07067543693951198
0,64,0.0695490471231259,0.07116748818329402
0,65,0.06916695154779326,0.07078947978360313
0,66,0.06917660386581731,0.07067279091903142
0,67,0.06892531601394095,0.10816836357116699
0,68,0.06947624683380127,0.07139324929033007
0,69,0.0687642247696233,0.07081416249275208
0,70,0.06831027894485288,0.0724717527627945
0,71,0.06971734229142104,0.07338001472609383
0,72,0.06838985720301062,0.0712681497846331
0,73,0.06816793578427012,0.07069043815135956
0,74,0.06805948392162478,0.07228133508137294
0,75,0.0680401991537916,0.07177075105054039
0,76,0.06800950954600078,0.07143219666821617
0,77,0.06754868907657097,0.07167347627026695
0,78,0.06743780481136911,0.07151179015636444
0,79,0.06754309520488833,0.07059981780392784
0,80,0.06760122087912832,0.07098888286522456
0,81,0.06699161146714436,0.07074705404894692
0,82,0.06676104446736777,0.07182294981820243
0,83,0.06691980701151902,0.07630741596221924
0,84,0.06680911197894956,0.0706556396824973
0,85,0.06646646837878033,0.0714477811540876
0,86,0.0664601287221521,0.07069596435342516
0,87,0.06637754285238623,0.07033455158982958
0,88,0.06627872804316079,0.09036697021552495
0,89,0.06630473553649778,0.07034126562731606
0,90,0.06593012082867505,0.08288404771259852
0,91,0.06577047560273147,0.07067626927580152
0,92,0.06542606954652119,0.07141307422092982
0,93,0.06524631453723442,0.07112531363964081
0,94,0.06548094434466789,0.07114385068416595
0,95,0.06498693329531972,0.07671376424176353
0,96,0.06497434314673509,0.07060465429510389
0,97,0.06488924685532485,0.07092060574463435
0,98,0.06431255301808923,0.07065273608480181
0,99,0.0648190236188532,0.07031002427850451
0,100,0.06399203412901096,0.07014186680316925
0,101,0.0637754996617635,0.07052939491612571
0,102,0.06383355579725127,0.07117377434458051
0,103,0.06381560341129458,0.07106787817818778
0,104,0.06333438410022395,0.0718497484922409
0,105,0.0631294112379958,0.07100629593644824
0,106,0.06318454117309756,0.07082103405679975
0,107,0.06294581827109422,0.07424292394093104
0,108,0.0625861938891372,0.07140886783599854
0,109,0.06253689624429719,0.07077066387448992
0,110,0.06212702393531799,0.07220407256058284
0,111,0.062178176835300476,0.07406068699700492
0,112,0.06195678313573202,0.07152525016239711
0,113,0.06227596746227605,0.07198512979916163
0,114,0.0614276438709197,0.07088047904627663
0,115,0.06095750084737452,0.07249834494931358
0,116,0.061077083029398106,0.07219431017126356
0,117,0.06055760310917366,0.07425440422126225
0,118,0.06059264942882507,0.07272527260439736
0,119,0.060419326148382045,0.07228784050260272
0,120,0.05945064091100925,0.07438412521566663
0,121,0.05976024003532844,0.072777373450143
0,122,0.059775423712846706,0.07316229173115321
0,123,0.058894085447962694,0.07386330195835658
0,124,0.059226768288185926,0.07480636664799281
0,125,0.05865219841158487,0.07260163128376007
0,126,0.05847875543726169,0.07223122247627803
0,127,0.057949653970516796,0.07345550400870186
0,128,0.05755760126966771,0.07455116084643773
0,129,0.057638296993767345,0.07533455320766994
0,130,0.05723489493858523,0.07374507188796997
0,131,0.0568680952234966,0.07347495002405983
0,132,0.05601899192585209,0.07377787572996956
0,133,0.0566426171519892,0.07269413982118879
0,134,0.055366081435505934,0.07386537747723716
0,135,0.05527944196530474,0.07375356342111315
0,136,0.05550086280194724,0.07320186495780945
0,137,0.0548783659450407,0.07505076910768237
0,138,0.05433974324203119,0.07408881187438965
0,139,0.054486593337563,0.07601562780993325
0,140,0.05371674943745621,0.07646590258393969
0,141,0.053611835570839365,0.07443498287882123
0,142,0.05401182828879938,0.07454450002738408
0,143,0.05283504385289138,0.07432314327784947
0,144,0.05267958161307544,0.07587446059499468
0,145,0.05252483220604377,0.07484682968684606
0,146,0.05203281597393315,0.07429414774690356
0,147,0.05181955467394697,0.0759131099496569
0,148,0.05113032363294586,0.07567029765674047
