epoch,train_loss,val_loss
0,0,0.3160526338146954,0.1181099819285529
0,1,0.10798742373784383,0.10227665092263903
0,2,0.10276869399760796,0.09484835607664925
0,3,0.09343999478875137,0.0897923835686275
0,4,0.09071818478708345,0.08771325434957232
0,5,0.08807888336297942,0.08464589502130236
0,6,0.08879198339896474,0.08360107030187335
0,7,0.08443899367882954,0.08216382988861629
0,8,0.08321708343862518,0.08101454377174377
0,9,0.08207103731186409,0.0805716301713671
0,10,0.08089170465624429,0.07968557519572121
0,11,0.08036418440865307,0.07918478761400495
0,12,0.07927341504794795,0.07765973678656987
0,13,0.07839862093692873,0.07852301001548767
0,14,0.07759445203029043,0.07681524753570557
0,15,0.07702828325876375,0.07644345930644444
0,16,0.07910172580703487,0.07596962792532784
0,17,0.07595338084833408,0.07627124445778984
0,18,0.07529390512443171,0.07671101604189191
0,19,0.07601312844733882,0.0749482022864478
0,20,0.07443324579455989,0.0774141890662057
0,21,0.07404923608632592,0.073797521846635
0,22,0.07368202834594541,0.07593440370900291
0,23,0.0733675147459759,0.07368460084710803
0,24,0.07264385766130153,0.07317727378436498
0,25,0.07227768355268772,0.07446520456245967
0,26,0.0724256007167382,0.07316397556236812
0,27,0.07162645119961684,0.07532234489917755
0,28,0.07124700197359411,0.07293265206473214
0,29,0.07063299902086335,0.07261690497398376
0,30,0.07046570283610647,0.07222148988928113
0,31,0.07048031251604964,0.07193101729665484
0,32,0.06971453142359973,0.07194797481809344
0,33,0.06950912291441506,0.07219717332295009
0,34,0.06877396891756755,0.07235013374260493
0,35,0.06927153250066245,0.07136914772646767
0,36,0.06856144395301013,0.07178103710923876
0,37,0.06779707689595417,0.07218545249530248
0,38,0.06811691590440952,0.07134027353354863
0,39,0.06790320441974856,0.07859830558300018
0,40,0.06692092641582334,0.07157460493700844
0,41,0.0664975396016749,0.07098234125546046
0,42,0.066337313836183,0.07283123901912145
0,43,0.06561907302073347,0.07220968816961561
0,44,0.06550592232525833,0.07183653329099927
0,45,0.06523266046997009,0.07147924389157977
0,46,0.06413869886863523,0.07232658565044403
0,47,0.06448203349501137,0.07200985508305686
0,48,0.06330217021267588,0.07299525397164482
0,49,0.06291182205929019,0.07245892073426928
0,50,0.06237126462827853,0.07343158764498574
0,51,0.062367531099939734,0.07398416953427452
0,52,0.06113298685570073,0.07622747761862618
0,53,0.06134824273062915,0.07475553027221135
0,54,0.058900104790199095,0.07415596502167839
0,55,0.058579508366623546,0.07361105297292982
0,56,0.05874769183678356,0.07682523344244276
0,57,0.056317120063595655,0.07713825149195534
0,58,0.055381975765150734,0.07610941358975001
0,59,0.05357887056784901,0.07593196843351636
0,60,0.054048650633028855,0.07799685852868217
0,61,0.051101726002809475,0.07579188474587031
0,62,0.05030153703883412,0.07967734123979296
0,63,0.04914679711427146,0.08307576818125588
0,64,0.04805594052725691,0.07887564812387739
0,65,0.04675637803426603,0.08064729613917214
0,66,0.044815948096717274,0.07851720707757133
0,67,0.04360056844184069,0.08115810581615993
0,68,0.042548423133245326,0.07984225877693721
0,69,0.04314740426172086,0.07611458216394697
0,70,0.040282677344190394,0.08258771470614842
0,71,0.039545915960296385,0.08094945337091174
