epoch,train_loss,val_loss
0,0,0.009196745827431222,0.0038000343047315255
0,1,0.0033216136008767144,0.002768773614661768
0,2,0.0029401225007635043,0.0026134608779102564
0,3,0.0027612310459280945,0.0025926994276233017
0,4,0.002684719506772114,0.0025297352840425447
0,5,0.0026390242115171118,0.002510551697923802
0,6,0.002615434872046984,0.002489579943357967
0,7,0.0026023766712297675,0.0024771710304776207
0,8,0.002591602483086965,0.0024644767690915614
0,9,0.0025844114572535475,0.0024559915909776464
0,10,0.0025761778354523824,0.002444697223836556
0,11,0.0025698380611304727,0.0024389365426031873
0,12,0.0025643013076034264,0.002413958398392424
0,13,0.002558066077264292,0.002405565624940209
0,14,0.0025486044733869758,0.0023894551122793928
0,15,0.0025308479066611595,0.0023845291434554383
0,16,0.0025128719892788245,0.002345381406485103
0,17,0.0024901396170101285,0.002327667869394645
0,18,0.002471716380557166,0.0023074880155036226
0,19,0.0024583577896565103,0.0022937449539313093
0,20,0.0024469784882778373,0.002284302347106859
0,21,0.0024369837203692016,0.00227493756392505
0,22,0.0024304772325029426,0.002272723300848156
0,23,0.002423198501331514,0.0022672300838166848
0,24,0.00241904683764903,0.002261194182210602
0,25,0.0024142664730210195,0.002260203458718024
0,26,0.0024115213339652433,0.0022561463119927794
0,27,0.0024068917748034484,0.0022540289064636454
0,28,0.00240528239496657,0.0022500635677715763
0,29,0.002402813011302625,0.002251101628644392
0,30,0.0023995461388394332,0.0022498851030832157
